timestamp,cpuUsage,memoryUsage,numOfUes,numOfPduSess,numOfExceedLoadLevelThr,exceedLoadLevelThrInd,resUsgThrCrossTimePeriod,confidence
2025-07-23T10:01:53.831Z,0,94,0,4,27,true,"[2025-07-23T10:01:48.829Z - 2025-07-23T10:01:53.831Z]",100,
2025-07-23T10:01:58.831Z,0,94,0,4,28,true,"[2025-07-23T10:01:53.831Z - 2025-07-23T10:01:58.831Z]",100,
2025-07-23T10:02:03.824Z,1,94,0,4,29,true,"[2025-07-23T10:01:58.831Z - 2025-07-23T10:02:03.824Z]",100,
2025-07-23T10:02:08.828Z,1,94,0,4,30,true,"[2025-07-23T10:02:03.824Z - 2025-07-23T10:02:08.828Z]",100,
2025-07-23T10:02:13.823Z,0,94,0,4,31,true,"[2025-07-23T10:02:08.828Z - 2025-07-23T10:02:13.823Z]",100,
2025-07-23T10:02:18.830Z,1,94,0,4,32,true,"[2025-07-23T10:02:13.823Z - 2025-07-23T10:02:18.830Z]",100,
2025-07-23T10:02:23.831Z,0,94,0,4,33,true,"[2025-07-23T10:02:18.830Z - 2025-07-23T10:02:23.831Z]",100,
2025-07-23T10:02:28.823Z,0,94,0,4,34,true,"[2025-07-23T10:02:23.831Z - 2025-07-23T10:02:28.823Z]",100,
2025-07-23T10:02:33.826Z,0,94,0,4,35,true,"[2025-07-23T10:02:28.823Z - 2025-07-23T10:02:33.826Z]",100,
2025-07-23T10:02:38.833Z,0,94,0,4,36,true,"[2025-07-23T10:02:33.826Z - 2025-07-23T10:02:38.833Z]",100,
2025-07-23T10:02:43.822Z,1,94,0,4,37,true,"[2025-07-23T10:02:38.833Z - 2025-07-23T10:02:43.822Z]",100,
2025-07-23T10:02:48.822Z,0,94,0,4,38,true,"[2025-07-23T10:02:43.822Z - 2025-07-23T10:02:48.822Z]",100,
2025-07-23T10:02:53.825Z,0,94,0,4,39,true,"[2025-07-23T10:02:48.822Z - 2025-07-23T10:02:53.825Z]",100,
2025-07-23T10:02:58.821Z,0,94,0,4,40,true,"[2025-07-23T10:02:53.825Z - 2025-07-23T10:02:58.821Z]",100,
2025-07-23T10:03:03.821Z,0,94,0,4,41,true,"[2025-07-23T10:02:58.821Z - 2025-07-23T10:03:03.821Z]",100,
2025-07-23T10:03:08.831Z,0,94,0,4,42,true,"[2025-07-23T10:03:03.821Z - 2025-07-23T10:03:08.831Z]",100,
2025-07-23T10:03:13.822Z,0,94,0,4,43,true,"[2025-07-23T10:03:08.831Z - 2025-07-23T10:03:13.822Z]",100,
2025-07-23T10:03:18.828Z,0,94,0,4,44,true,"[2025-07-23T10:03:13.822Z - 2025-07-23T10:03:18.828Z]",100,
2025-07-23T10:03:23.826Z,2,94,0,4,45,true,"[2025-07-23T10:03:18.828Z - 2025-07-23T10:03:23.826Z]",100,
2025-07-23T10:03:28.822Z,0,94,0,4,46,true,"[2025-07-23T10:03:23.826Z - 2025-07-23T10:03:28.822Z]",100,
2025-07-23T10:03:33.822Z,0,94,0,4,47,true,"[2025-07-23T10:03:28.822Z - 2025-07-23T10:03:33.822Z]",100,
2025-07-23T10:03:38.835Z,3,94,0,4,48,true,"[2025-07-23T10:03:33.822Z - 2025-07-23T10:03:38.835Z]",100,
2025-07-23T10:03:43.831Z,0,94,0,4,49,true,"[2025-07-23T10:03:38.835Z - 2025-07-23T10:03:43.831Z]",100,
2025-07-23T10:03:48.835Z,0,94,0,4,50,true,"[2025-07-23T10:03:43.831Z - 2025-07-23T10:03:48.835Z]",100,
2025-07-23T10:03:53.831Z,1,94,0,4,51,true,"[2025-07-23T10:03:48.835Z - 2025-07-23T10:03:53.831Z]",100,
2025-07-23T10:03:58.834Z,0,94,0,4,52,true,"[2025-07-23T10:03:53.831Z - 2025-07-23T10:03:58.834Z]",100,
2025-07-23T10:04:03.833Z,3,94,0,4,53,true,"[2025-07-23T10:03:58.834Z - 2025-07-23T10:04:03.833Z]",100,
2025-07-23T10:04:08.829Z,0,94,0,4,54,true,"[2025-07-23T10:04:03.833Z - 2025-07-23T10:04:08.829Z]",100,
2025-07-23T10:04:13.827Z,0,94,0,4,55,true,"[2025-07-23T10:04:08.829Z - 2025-07-23T10:04:13.827Z]",100,
2025-07-23T10:04:18.822Z,0,94,0,4,56,true,"[2025-07-23T10:04:13.827Z - 2025-07-23T10:04:18.822Z]",100,
2025-07-23T10:04:23.830Z,0,94,0,4,57,true,"[2025-07-23T10:04:18.822Z - 2025-07-23T10:04:23.830Z]",100,
2025-07-23T10:04:28.830Z,0,94,0,4,58,true,"[2025-07-23T10:04:23.830Z - 2025-07-23T10:04:28.830Z]",100,
2025-07-23T10:04:33.822Z,0,94,0,4,59,true,"[2025-07-23T10:04:28.830Z - 2025-07-23T10:04:33.822Z]",100,
2025-07-23T10:04:38.826Z,1,94,0,4,60,true,"[2025-07-23T10:04:33.822Z - 2025-07-23T10:04:38.826Z]",100,
2025-07-23T10:04:43.830Z,3,94,0,4,61,true,"[2025-07-23T10:04:38.826Z - 2025-07-23T10:04:43.830Z]",100,
2025-07-23T10:04:48.824Z,0,94,1,4,62,true,"[2025-07-23T10:04:43.830Z - 2025-07-23T10:04:48.824Z]",100,
2025-07-23T10:04:53.830Z,1,94,1,5,63,true,"[2025-07-23T10:04:48.824Z - 2025-07-23T10:04:53.830Z]",100,
2025-07-23T10:04:58.833Z,1,94,1,5,64,true,"[2025-07-23T10:04:53.830Z - 2025-07-23T10:04:58.833Z]",100,
2025-07-23T10:05:03.833Z,3,94,1,5,65,true,"[2025-07-23T10:04:58.833Z - 2025-07-23T10:05:03.833Z]",100,
2025-07-23T10:05:08.829Z,1,94,1,5,66,true,"[2025-07-23T10:05:03.833Z - 2025-07-23T10:05:08.829Z]",100,
2025-07-23T10:05:13.823Z,2,94,1,5,67,true,"[2025-07-23T10:05:08.829Z - 2025-07-23T10:05:13.823Z]",100,
2025-07-23T10:05:18.833Z,0,94,1,5,68,true,"[2025-07-23T10:05:13.823Z - 2025-07-23T10:05:18.833Z]",100,
2025-07-23T10:05:23.833Z,0,94,1,5,69,true,"[2025-07-23T10:05:18.833Z - 2025-07-23T10:05:23.833Z]",100,
2025-07-23T10:05:28.823Z,2,94,1,5,70,true,"[2025-07-23T10:05:23.833Z - 2025-07-23T10:05:28.823Z]",100,
2025-07-23T10:05:33.826Z,0,94,1,5,71,true,"[2025-07-23T10:05:28.823Z - 2025-07-23T10:05:33.826Z]",100,
2025-07-23T10:05:38.825Z,0,94,1,5,72,true,"[2025-07-23T10:05:33.826Z - 2025-07-23T10:05:38.825Z]",100,
2025-07-23T10:05:43.832Z,0,94,1,5,73,true,"[2025-07-23T10:05:38.825Z - 2025-07-23T10:05:43.832Z]",100,
2025-07-23T10:05:48.823Z,0,94,0,5,74,true,"[2025-07-23T10:05:43.832Z - 2025-07-23T10:05:48.823Z]",100,
2025-07-23T10:05:53.826Z,4,94,1,5,75,true,"[2025-07-23T10:05:48.823Z - 2025-07-23T10:05:53.826Z]",100,
2025-07-23T10:05:58.828Z,3,94,1,5,76,true,"[2025-07-23T10:05:53.826Z - 2025-07-23T10:05:58.828Z]",100,
2025-07-23T10:06:03.829Z,0,94,1,5,77,true,"[2025-07-23T10:05:58.828Z - 2025-07-23T10:06:03.829Z]",100,
2025-07-23T10:06:08.822Z,0,94,1,5,78,true,"[2025-07-23T10:06:03.829Z - 2025-07-23T10:06:08.822Z]",100,
2025-07-23T10:06:13.834Z,0,94,1,5,79,true,"[2025-07-23T10:06:08.822Z - 2025-07-23T10:06:13.834Z]",100,
2025-07-23T10:06:18.824Z,0,94,0,5,80,true,"[2025-07-23T10:06:13.834Z - 2025-07-23T10:06:18.824Z]",100,
2025-07-23T10:06:23.835Z,5,94,1,5,81,true,"[2025-07-23T10:06:18.824Z - 2025-07-23T10:06:23.835Z]",100,
2025-07-23T10:06:28.824Z,0,94,1,5,82,true,"[2025-07-23T10:06:23.835Z - 2025-07-23T10:06:28.824Z]",100,
2025-07-23T10:06:33.830Z,2,94,1,5,83,true,"[2025-07-23T10:06:28.824Z - 2025-07-23T10:06:33.830Z]",100,
2025-07-23T10:06:38.835Z,0,94,1,5,84,true,"[2025-07-23T10:06:33.830Z - 2025-07-23T10:06:38.835Z]",100,
2025-07-23T10:06:43.835Z,3,94,0,5,85,true,"[2025-07-23T10:06:38.835Z - 2025-07-23T10:06:43.835Z]",100,
2025-07-23T10:06:48.828Z,0,94,0,5,86,true,"[2025-07-23T10:06:43.835Z - 2025-07-23T10:06:48.828Z]",100,
2025-07-23T10:06:53.833Z,0,94,1,5,87,true,"[2025-07-23T10:06:48.828Z - 2025-07-23T10:06:53.833Z]",100,
2025-07-23T10:06:58.832Z,0,94,1,5,88,true,"[2025-07-23T10:06:53.833Z - 2025-07-23T10:06:58.832Z]",100,
2025-07-23T10:07:03.834Z,0,94,1,5,89,true,"[2025-07-23T10:06:58.832Z - 2025-07-23T10:07:03.834Z]",100,
2025-07-23T10:07:08.838Z,0,94,1,5,90,true,"[2025-07-23T10:07:03.834Z - 2025-07-23T10:07:08.838Z]",100,
2025-07-23T10:07:13.836Z,0,94,0,5,91,true,"[2025-07-23T10:07:08.838Z - 2025-07-23T10:07:13.836Z]",100,
2025-07-23T10:07:18.833Z,3,94,0,5,92,true,"[2025-07-23T10:07:13.836Z - 2025-07-23T10:07:18.833Z]",100,
2025-07-23T10:07:23.837Z,1,94,0,5,93,true,"[2025-07-23T10:07:18.833Z - 2025-07-23T10:07:23.837Z]",100,
2025-07-23T10:07:28.827Z,1,94,1,5,94,true,"[2025-07-23T10:07:23.837Z - 2025-07-23T10:07:28.827Z]",100,
2025-07-23T10:07:33.830Z,0,95,1,5,95,true,"[2025-07-23T10:07:28.827Z - 2025-07-23T10:07:33.830Z]",100,
2025-07-23T10:07:38.828Z,0,94,0,5,96,true,"[2025-07-23T10:07:33.830Z - 2025-07-23T10:07:38.828Z]",100,
2025-07-23T10:07:43.834Z,3,94,0,5,97,true,"[2025-07-23T10:07:38.828Z - 2025-07-23T10:07:43.834Z]",100,
2025-07-23T10:07:48.835Z,1,94,0,5,98,true,"[2025-07-23T10:07:43.834Z - 2025-07-23T10:07:48.835Z]",100,
2025-07-23T10:07:53.833Z,7,94,0,5,99,true,"[2025-07-23T10:07:48.835Z - 2025-07-23T10:07:53.833Z]",100,
2025-07-23T10:07:58.828Z,0,94,0,5,100,true,"[2025-07-23T10:07:53.833Z - 2025-07-23T10:07:58.828Z]",100,
2025-07-23T10:08:03.827Z,0,94,0,5,101,true,"[2025-07-23T10:07:58.828Z - 2025-07-23T10:08:03.827Z]",100,
2025-07-23T10:08:08.835Z,1,94,0,5,102,true,"[2025-07-23T10:08:03.827Z - 2025-07-23T10:08:08.835Z]",100,
2025-07-23T10:08:13.827Z,0,94,0,5,103,true,"[2025-07-23T10:08:08.835Z - 2025-07-23T10:08:13.827Z]",100,
2025-07-23T10:08:18.828Z,0,94,0,5,104,true,"[2025-07-23T10:08:13.827Z - 2025-07-23T10:08:18.828Z]",100,
2025-07-23T10:08:23.835Z,3,94,0,5,105,true,"[2025-07-23T10:08:18.828Z - 2025-07-23T10:08:23.835Z]",100,
2025-07-23T10:08:28.834Z,0,94,0,5,106,true,"[2025-07-23T10:08:23.835Z - 2025-07-23T10:08:28.834Z]",100,
2025-07-23T10:08:33.830Z,0,94,0,5,107,true,"[2025-07-23T10:08:28.834Z - 2025-07-23T10:08:33.830Z]",100,
2025-07-23T10:08:38.833Z,0,94,0,5,108,true,"[2025-07-23T10:08:33.830Z - 2025-07-23T10:08:38.833Z]",100,
2025-07-23T10:08:43.824Z,1,94,0,5,109,true,"[2025-07-23T10:08:38.833Z - 2025-07-23T10:08:43.824Z]",100,
2025-07-23T10:08:48.831Z,5,94,0,5,110,true,"[2025-07-23T10:08:43.824Z - 2025-07-23T10:08:48.831Z]",100,
2025-07-23T10:08:53.824Z,3,94,0,5,111,true,"[2025-07-23T10:08:48.831Z - 2025-07-23T10:08:53.824Z]",100,
2025-07-23T10:08:58.825Z,0,94,0,5,112,true,"[2025-07-23T10:08:53.824Z - 2025-07-23T10:08:58.825Z]",100,
2025-07-23T10:09:03.831Z,1,94,0,5,113,true,"[2025-07-23T10:08:58.825Z - 2025-07-23T10:09:03.831Z]",100,
2025-07-23T10:09:08.838Z,0,94,0,5,114,true,"[2025-07-23T10:09:03.831Z - 2025-07-23T10:09:08.838Z]",100,
2025-07-23T10:09:13.828Z,2,94,0,5,115,true,"[2025-07-23T10:09:08.838Z - 2025-07-23T10:09:13.828Z]",100,
2025-07-23T10:09:18.831Z,4,94,0,5,116,true,"[2025-07-23T10:09:13.828Z - 2025-07-23T10:09:18.831Z]",100,
2025-07-23T10:09:23.828Z,0,94,0,5,117,true,"[2025-07-23T10:09:18.831Z - 2025-07-23T10:09:23.828Z]",100,
2025-07-23T10:09:28.823Z,0,94,0,5,118,true,"[2025-07-23T10:09:23.828Z - 2025-07-23T10:09:28.823Z]",100,
2025-07-23T10:09:33.832Z,3,94,0,5,119,true,"[2025-07-23T10:09:28.823Z - 2025-07-23T10:09:33.832Z]",100,
2025-07-23T10:09:38.838Z,0,94,0,5,120,true,"[2025-07-23T10:09:33.832Z - 2025-07-23T10:09:38.838Z]",100,
2025-07-23T10:09:43.830Z,0,94,1,5,121,true,"[2025-07-23T10:09:38.838Z - 2025-07-23T10:09:43.830Z]",100,
2025-07-23T10:09:48.823Z,0,94,1,5,122,true,"[2025-07-23T10:09:43.830Z - 2025-07-23T10:09:48.823Z]",100,
2025-07-23T10:09:53.835Z,0,94,1,5,123,true,"[2025-07-23T10:09:48.823Z - 2025-07-23T10:09:53.835Z]",100,
2025-07-23T10:09:58.830Z,0,94,1,5,124,true,"[2025-07-23T10:09:53.835Z - 2025-07-23T10:09:58.830Z]",100,
2025-07-23T10:10:03.835Z,0,94,1,5,125,true,"[2025-07-23T10:09:58.830Z - 2025-07-23T10:10:03.835Z]",100,
2025-07-23T10:10:08.837Z,0,94,1,5,126,true,"[2025-07-23T10:10:03.835Z - 2025-07-23T10:10:08.837Z]",100,
2025-07-23T10:10:13.827Z,0,94,1,5,127,true,"[2025-07-23T10:10:08.837Z - 2025-07-23T10:10:13.827Z]",100,
2025-07-23T10:10:18.831Z,1,94,1,5,128,true,"[2025-07-23T10:10:13.827Z - 2025-07-23T10:10:18.831Z]",100,
2025-07-23T10:10:23.824Z,3,94,1,5,129,true,"[2025-07-23T10:10:18.831Z - 2025-07-23T10:10:23.824Z]",100,
2025-07-23T10:10:28.836Z,0,94,1,5,130,true,"[2025-07-23T10:10:23.824Z - 2025-07-23T10:10:28.836Z]",100,
2025-07-23T10:10:33.834Z,0,94,1,5,131,true,"[2025-07-23T10:10:28.836Z - 2025-07-23T10:10:33.834Z]",100,
2025-07-23T10:10:38.832Z,0,94,1,5,132,true,"[2025-07-23T10:10:33.834Z - 2025-07-23T10:10:38.832Z]",100,
2025-07-23T10:10:43.826Z,0,94,1,5,133,true,"[2025-07-23T10:10:38.832Z - 2025-07-23T10:10:43.826Z]",100,
2025-07-23T10:10:48.827Z,0,94,1,5,134,true,"[2025-07-23T10:10:43.826Z - 2025-07-23T10:10:48.827Z]",100,
2025-07-23T10:10:53.827Z,5,94,1,5,135,true,"[2025-07-23T10:10:48.827Z - 2025-07-23T10:10:53.827Z]",100,
2025-07-23T10:10:58.823Z,0,94,1,5,136,true,"[2025-07-23T10:10:53.827Z - 2025-07-23T10:10:58.823Z]",100,
2025-07-23T10:11:03.835Z,0,94,1,5,137,true,"[2025-07-23T10:10:58.823Z - 2025-07-23T10:11:03.835Z]",100,
2025-07-23T10:11:08.828Z,0,94,1,5,138,true,"[2025-07-23T10:11:03.835Z - 2025-07-23T10:11:08.828Z]",100,
2025-07-23T10:11:13.833Z,0,94,1,5,139,true,"[2025-07-23T10:11:08.828Z - 2025-07-23T10:11:13.833Z]",100,
2025-07-23T10:11:18.825Z,1,94,1,5,140,true,"[2025-07-23T10:11:13.833Z - 2025-07-23T10:11:18.825Z]",100,
2025-07-23T10:11:23.830Z,0,94,1,5,141,true,"[2025-07-23T10:11:18.825Z - 2025-07-23T10:11:23.830Z]",100,
2025-07-23T10:11:28.826Z,3,94,1,5,142,true,"[2025-07-23T10:11:23.830Z - 2025-07-23T10:11:28.826Z]",100,
2025-07-23T10:11:33.838Z,2,94,1,5,143,true,"[2025-07-23T10:11:28.826Z - 2025-07-23T10:11:33.838Z]",100,
2025-07-23T10:11:38.833Z,1,94,1,5,144,true,"[2025-07-23T10:11:33.838Z - 2025-07-23T10:11:38.833Z]",100,
2025-07-23T10:11:43.837Z,1,94,1,5,145,true,"[2025-07-23T10:11:38.833Z - 2025-07-23T10:11:43.837Z]",100,
2025-07-23T10:11:48.824Z,1,94,1,5,146,true,"[2025-07-23T10:11:43.837Z - 2025-07-23T10:11:48.824Z]",100,
2025-07-23T10:11:53.839Z,1,94,1,5,147,true,"[2025-07-23T10:11:48.824Z - 2025-07-23T10:11:53.839Z]",100,
2025-07-23T10:11:58.827Z,1,94,1,5,148,true,"[2025-07-23T10:11:53.839Z - 2025-07-23T10:11:58.827Z]",100,
2025-07-23T10:12:03.836Z,0,94,1,5,149,true,"[2025-07-23T10:11:58.827Z - 2025-07-23T10:12:03.836Z]",100,
2025-07-23T10:12:08.832Z,0,94,1,5,150,true,"[2025-07-23T10:12:03.836Z - 2025-07-23T10:12:08.832Z]",100,
2025-07-23T10:12:13.830Z,0,94,1,5,151,true,"[2025-07-23T10:12:08.832Z - 2025-07-23T10:12:13.830Z]",100,
2025-07-23T10:12:18.824Z,0,94,1,5,152,true,"[2025-07-23T10:12:13.830Z - 2025-07-23T10:12:18.824Z]",100,
2025-07-23T10:12:23.825Z,0,94,1,5,153,true,"[2025-07-23T10:12:18.824Z - 2025-07-23T10:12:23.825Z]",100,
2025-07-23T10:12:28.825Z,0,94,1,5,154,true,"[2025-07-23T10:12:23.825Z - 2025-07-23T10:12:28.825Z]",100,
2025-07-23T10:12:33.829Z,1,94,1,5,155,true,"[2025-07-23T10:12:28.825Z - 2025-07-23T10:12:33.829Z]",100,
2025-07-23T10:12:38.831Z,1,94,1,5,156,true,"[2025-07-23T10:12:33.829Z - 2025-07-23T10:12:38.831Z]",100,
2025-07-23T10:12:43.829Z,0,94,1,5,157,true,"[2025-07-23T10:12:38.831Z - 2025-07-23T10:12:43.829Z]",100,
2025-07-23T10:12:48.828Z,1,94,1,5,158,true,"[2025-07-23T10:12:43.829Z - 2025-07-23T10:12:48.828Z]",100,
2025-07-23T10:12:53.826Z,0,94,1,5,159,true,"[2025-07-23T10:12:48.828Z - 2025-07-23T10:12:53.826Z]",100,
2025-07-23T10:12:58.838Z,0,94,1,5,160,true,"[2025-07-23T10:12:53.826Z - 2025-07-23T10:12:58.838Z]",100,
2025-07-23T10:13:03.826Z,0,94,1,5,161,true,"[2025-07-23T10:12:58.838Z - 2025-07-23T10:13:03.826Z]",100,
2025-07-23T10:13:08.828Z,1,94,1,5,162,true,"[2025-07-23T10:13:03.826Z - 2025-07-23T10:13:08.828Z]",100,
2025-07-23T10:13:13.830Z,0,94,1,5,163,true,"[2025-07-23T10:13:08.828Z - 2025-07-23T10:13:13.830Z]",100,
2025-07-23T10:13:18.830Z,1,94,1,5,164,true,"[2025-07-23T10:13:13.830Z - 2025-07-23T10:13:18.830Z]",100,
2025-07-23T10:13:23.833Z,3,94,1,5,165,true,"[2025-07-23T10:13:18.830Z - 2025-07-23T10:13:23.833Z]",100,
2025-07-23T10:13:28.832Z,0,94,1,5,166,true,"[2025-07-23T10:13:23.833Z - 2025-07-23T10:13:28.832Z]",100,
2025-07-23T10:13:33.835Z,6,94,1,5,167,true,"[2025-07-23T10:13:28.832Z - 2025-07-23T10:13:33.835Z]",100,
2025-07-23T10:13:38.838Z,0,94,1,5,168,true,"[2025-07-23T10:13:33.835Z - 2025-07-23T10:13:38.838Z]",100,
2025-07-23T10:13:43.833Z,0,94,1,5,169,true,"[2025-07-23T10:13:38.838Z - 2025-07-23T10:13:43.833Z]",100,
2025-07-23T10:13:48.837Z,0,94,1,5,170,true,"[2025-07-23T10:13:43.833Z - 2025-07-23T10:13:48.837Z]",100,
2025-07-23T10:13:53.839Z,1,94,1,5,171,true,"[2025-07-23T10:13:48.837Z - 2025-07-23T10:13:53.839Z]",100,
2025-07-23T10:13:58.832Z,0,94,1,5,172,true,"[2025-07-23T10:13:53.839Z - 2025-07-23T10:13:58.832Z]",100,
2025-07-23T10:14:03.831Z,0,94,1,5,173,true,"[2025-07-23T10:13:58.832Z - 2025-07-23T10:14:03.831Z]",100,
2025-07-23T10:14:08.833Z,0,94,1,5,174,true,"[2025-07-23T10:14:03.831Z - 2025-07-23T10:14:08.833Z]",100,
2025-07-23T10:14:13.824Z,0,94,1,5,175,true,"[2025-07-23T10:14:08.833Z - 2025-07-23T10:14:13.824Z]",100,
2025-07-23T10:14:18.833Z,4,94,1,5,176,true,"[2025-07-23T10:14:13.824Z - 2025-07-23T10:14:18.833Z]",100,
2025-07-23T10:14:23.835Z,0,94,1,5,177,true,"[2025-07-23T10:14:18.833Z - 2025-07-23T10:14:23.835Z]",100,
2025-07-23T10:14:28.837Z,1,94,1,5,178,true,"[2025-07-23T10:14:23.835Z - 2025-07-23T10:14:28.837Z]",100,
2025-07-23T10:14:33.837Z,0,94,1,5,179,true,"[2025-07-23T10:14:28.837Z - 2025-07-23T10:14:33.837Z]",100,
2025-07-23T10:14:38.827Z,0,94,1,5,180,true,"[2025-07-23T10:14:33.837Z - 2025-07-23T10:14:38.827Z]",100,
2025-07-23T10:14:43.833Z,0,94,1,5,181,true,"[2025-07-23T10:14:38.827Z - 2025-07-23T10:14:43.833Z]",100,
2025-07-23T10:14:48.825Z,0,94,1,5,182,true,"[2025-07-23T10:14:43.833Z - 2025-07-23T10:14:48.825Z]",100,
2025-07-23T10:14:53.826Z,1,94,2,6,183,true,"[2025-07-23T10:14:48.825Z - 2025-07-23T10:14:53.826Z]",100,
2025-07-23T10:14:58.827Z,1,94,2,6,184,true,"[2025-07-23T10:14:53.826Z - 2025-07-23T10:14:58.827Z]",100,
2025-07-23T10:15:03.827Z,5,94,2,6,185,true,"[2025-07-23T10:14:58.827Z - 2025-07-23T10:15:03.827Z]",100,
2025-07-23T10:15:08.831Z,3,94,2,6,186,true,"[2025-07-23T10:15:03.827Z - 2025-07-23T10:15:08.831Z]",100,
2025-07-23T10:15:13.831Z,3,94,2,6,187,true,"[2025-07-23T10:15:08.831Z - 2025-07-23T10:15:13.831Z]",100,
2025-07-23T10:15:18.824Z,0,94,2,6,188,true,"[2025-07-23T10:15:13.831Z - 2025-07-23T10:15:18.824Z]",100,
2025-07-23T10:15:23.825Z,0,94,2,6,189,true,"[2025-07-23T10:15:18.824Z - 2025-07-23T10:15:23.825Z]",100,
2025-07-23T10:15:28.837Z,1,94,2,6,190,true,"[2025-07-23T10:15:23.825Z - 2025-07-23T10:15:28.837Z]",100,
2025-07-23T10:15:33.838Z,2,94,2,6,191,true,"[2025-07-23T10:15:28.837Z - 2025-07-23T10:15:33.838Z]",100,
2025-07-23T10:15:38.831Z,0,94,2,6,192,true,"[2025-07-23T10:15:33.838Z - 2025-07-23T10:15:38.831Z]",100,
2025-07-23T10:15:43.828Z,0,94,2,6,193,true,"[2025-07-23T10:15:38.831Z - 2025-07-23T10:15:43.828Z]",100,
2025-07-23T10:15:48.827Z,0,94,2,6,194,true,"[2025-07-23T10:15:43.828Z - 2025-07-23T10:15:48.827Z]",100,
2025-07-23T10:15:53.837Z,0,94,1,6,195,true,"[2025-07-23T10:15:48.827Z - 2025-07-23T10:15:53.837Z]",100,
2025-07-23T10:15:58.837Z,0,94,1,6,196,true,"[2025-07-23T10:15:53.837Z - 2025-07-23T10:15:58.837Z]",100,
2025-07-23T10:16:03.828Z,0,94,1,6,197,true,"[2025-07-23T10:15:58.837Z - 2025-07-23T10:16:03.828Z]",100,
2025-07-23T10:16:08.837Z,3,94,1,6,198,true,"[2025-07-23T10:16:03.828Z - 2025-07-23T10:16:08.837Z]",100,
