timestamp,cpuUsage,memoryUsage,numOfUes,numOfPduSess,numOfExceedLoadLevelThr,exceedLoadLevelThrInd,resUsgThrCrossTimePeriod,confidence
2025-07-23T10:16:13.825Z,2,94,0,6,199,true,"[2025-07-23T10:16:08.837Z - 2025-07-23T10:16:13.825Z]",100,
2025-07-23T10:16:18.834Z,3,94,1,6,200,true,"[2025-07-23T10:16:13.825Z - 2025-07-23T10:16:18.834Z]",100,
2025-07-23T10:16:23.834Z,0,94,1,6,201,true,"[2025-07-23T10:16:18.834Z - 2025-07-23T10:16:23.834Z]",100,
2025-07-23T10:16:28.835Z,1,94,1,6,202,true,"[2025-07-23T10:16:23.834Z - 2025-07-23T10:16:28.835Z]",100,
2025-07-23T10:16:33.828Z,0,94,1,6,203,true,"[2025-07-23T10:16:28.835Z - 2025-07-23T10:16:33.828Z]",100,
2025-07-23T10:16:38.830Z,0,94,1,6,204,true,"[2025-07-23T10:16:33.828Z - 2025-07-23T10:16:38.830Z]",100,
2025-07-23T10:16:43.828Z,2,94,1,6,205,true,"[2025-07-23T10:16:38.830Z - 2025-07-23T10:16:43.828Z]",100,
2025-07-23T10:16:48.829Z,5,94,1,6,206,true,"[2025-07-23T10:16:43.828Z - 2025-07-23T10:16:48.829Z]",100,
2025-07-23T10:16:53.835Z,0,94,1,6,207,true,"[2025-07-23T10:16:48.829Z - 2025-07-23T10:16:53.835Z]",100,
2025-07-23T10:16:58.825Z,0,94,1,6,208,true,"[2025-07-23T10:16:53.835Z - 2025-07-23T10:16:58.825Z]",100,
2025-07-23T10:17:03.839Z,0,94,0,6,209,true,"[2025-07-23T10:16:58.825Z - 2025-07-23T10:17:03.839Z]",100,
2025-07-23T10:17:08.827Z,5,94,1,6,210,true,"[2025-07-23T10:17:03.839Z - 2025-07-23T10:17:08.827Z]",100,
2025-07-23T10:17:13.831Z,1,94,1,6,211,true,"[2025-07-23T10:17:08.827Z - 2025-07-23T10:17:13.831Z]",100,
2025-07-23T10:17:18.829Z,0,94,1,6,212,true,"[2025-07-23T10:17:13.831Z - 2025-07-23T10:17:18.829Z]",100,
2025-07-23T10:17:23.830Z,0,94,1,6,213,true,"[2025-07-23T10:17:18.829Z - 2025-07-23T10:17:23.830Z]",100,
2025-07-23T10:17:28.825Z,0,94,1,6,214,true,"[2025-07-23T10:17:23.830Z - 2025-07-23T10:17:28.825Z]",100,
2025-07-23T10:17:33.834Z,0,94,1,6,215,true,"[2025-07-23T10:17:28.825Z - 2025-07-23T10:17:33.834Z]",100,
2025-07-23T10:17:38.837Z,0,94,1,6,216,true,"[2025-07-23T10:17:33.834Z - 2025-07-23T10:17:38.837Z]",100,
2025-07-23T10:17:43.828Z,0,94,1,6,217,true,"[2025-07-23T10:17:38.837Z - 2025-07-23T10:17:43.828Z]",100,
2025-07-23T10:17:48.830Z,0,94,1,6,218,true,"[2025-07-23T10:17:43.828Z - 2025-07-23T10:17:48.830Z]",100,
2025-07-23T10:17:53.839Z,0,94,1,6,219,true,"[2025-07-23T10:17:48.830Z - 2025-07-23T10:17:53.839Z]",100,
2025-07-23T10:17:58.834Z,0,94,1,6,220,true,"[2025-07-23T10:17:53.839Z - 2025-07-23T10:17:58.834Z]",100,
2025-07-23T10:18:03.832Z,3,94,1,6,221,true,"[2025-07-23T10:17:58.834Z - 2025-07-23T10:18:03.832Z]",100,
2025-07-23T10:18:08.833Z,0,94,1,6,222,true,"[2025-07-23T10:18:03.832Z - 2025-07-23T10:18:08.833Z]",100,
2025-07-23T10:18:13.827Z,0,94,1,6,223,true,"[2025-07-23T10:18:08.833Z - 2025-07-23T10:18:13.827Z]",100,
2025-07-23T10:18:18.835Z,5,94,1,6,224,true,"[2025-07-23T10:18:13.827Z - 2025-07-23T10:18:18.835Z]",100,
2025-07-23T10:18:23.829Z,3,94,0,6,225,true,"[2025-07-23T10:18:18.835Z - 2025-07-23T10:18:23.829Z]",100,
2025-07-23T10:18:28.836Z,2,94,1,6,226,true,"[2025-07-23T10:18:23.829Z - 2025-07-23T10:18:28.836Z]",100,
2025-07-23T10:18:33.837Z,0,94,1,6,227,true,"[2025-07-23T10:18:28.836Z - 2025-07-23T10:18:33.837Z]",100,
2025-07-23T10:18:38.832Z,0,94,1,6,228,true,"[2025-07-23T10:18:33.837Z - 2025-07-23T10:18:38.832Z]",100,
2025-07-23T10:18:43.832Z,0,94,1,6,229,true,"[2025-07-23T10:18:38.832Z - 2025-07-23T10:18:43.832Z]",100,
2025-07-23T10:18:48.834Z,3,94,0,6,230,true,"[2025-07-23T10:18:43.832Z - 2025-07-23T10:18:48.834Z]",100,
2025-07-23T10:18:53.835Z,0,94,1,6,231,true,"[2025-07-23T10:18:48.834Z - 2025-07-23T10:18:53.835Z]",100,
2025-07-23T10:18:58.829Z,5,94,1,6,232,true,"[2025-07-23T10:18:53.835Z - 2025-07-23T10:18:58.829Z]",100,
2025-07-23T10:19:03.826Z,6,94,1,6,233,true,"[2025-07-23T10:18:58.829Z - 2025-07-23T10:19:03.826Z]",100,
2025-07-23T10:19:08.827Z,0,94,1,6,234,true,"[2025-07-23T10:19:03.826Z - 2025-07-23T10:19:08.827Z]",100,
2025-07-23T10:19:13.837Z,3,94,2,6,235,true,"[2025-07-23T10:19:08.827Z - 2025-07-23T10:19:13.837Z]",100,
2025-07-23T10:19:18.826Z,0,94,2,6,236,true,"[2025-07-23T10:19:13.837Z - 2025-07-23T10:19:18.826Z]",100,
2025-07-23T10:19:23.834Z,5,94,2,6,237,true,"[2025-07-23T10:19:18.826Z - 2025-07-23T10:19:23.834Z]",100,
2025-07-23T10:19:28.833Z,1,94,2,6,238,true,"[2025-07-23T10:19:23.834Z - 2025-07-23T10:19:28.833Z]",100,
2025-07-23T10:19:33.831Z,4,94,2,6,239,true,"[2025-07-23T10:19:28.833Z - 2025-07-23T10:19:33.831Z]",100,
2025-07-23T10:19:38.832Z,4,94,2,6,240,true,"[2025-07-23T10:19:33.831Z - 2025-07-23T10:19:38.832Z]",100,
2025-07-23T10:19:43.836Z,0,94,2,6,241,true,"[2025-07-23T10:19:38.832Z - 2025-07-23T10:19:43.836Z]",100,
2025-07-23T10:19:48.832Z,1,94,2,6,242,true,"[2025-07-23T10:19:43.836Z - 2025-07-23T10:19:48.832Z]",100,
2025-07-23T10:19:53.829Z,0,94,2,6,243,true,"[2025-07-23T10:19:48.832Z - 2025-07-23T10:19:53.829Z]",100,
2025-07-23T10:19:58.831Z,0,94,2,6,244,true,"[2025-07-23T10:19:53.829Z - 2025-07-23T10:19:58.831Z]",100,
2025-07-23T10:20:03.825Z,3,94,2,6,245,true,"[2025-07-23T10:19:58.831Z - 2025-07-23T10:20:03.825Z]",100,
2025-07-23T10:20:08.825Z,0,94,2,6,246,true,"[2025-07-23T10:20:03.825Z - 2025-07-23T10:20:08.825Z]",100,
2025-07-23T10:20:13.826Z,2,94,2,6,247,true,"[2025-07-23T10:20:08.825Z - 2025-07-23T10:20:13.826Z]",100,
2025-07-23T10:20:18.834Z,0,94,2,6,248,true,"[2025-07-23T10:20:13.826Z - 2025-07-23T10:20:18.834Z]",100,
2025-07-23T10:20:23.832Z,3,94,2,6,249,true,"[2025-07-23T10:20:18.834Z - 2025-07-23T10:20:23.832Z]",100,
2025-07-23T10:20:28.831Z,4,94,2,6,250,true,"[2025-07-23T10:20:23.832Z - 2025-07-23T10:20:28.831Z]",100,
2025-07-23T10:20:33.838Z,7,94,2,6,251,true,"[2025-07-23T10:20:28.831Z - 2025-07-23T10:20:33.838Z]",100,
2025-07-23T10:20:38.828Z,0,94,2,6,252,true,"[2025-07-23T10:20:33.838Z - 2025-07-23T10:20:38.828Z]",100,
2025-07-23T10:20:43.825Z,0,94,2,6,253,true,"[2025-07-23T10:20:38.828Z - 2025-07-23T10:20:43.825Z]",100,
2025-07-23T10:20:48.826Z,0,94,2,6,254,true,"[2025-07-23T10:20:43.825Z - 2025-07-23T10:20:48.826Z]",100,
2025-07-23T10:20:53.834Z,0,94,2,6,255,true,"[2025-07-23T10:20:48.826Z - 2025-07-23T10:20:53.834Z]",100,
2025-07-23T10:20:58.838Z,4,94,2,6,256,true,"[2025-07-23T10:20:53.834Z - 2025-07-23T10:20:58.838Z]",100,
2025-07-23T10:21:03.837Z,3,94,2,6,257,true,"[2025-07-23T10:20:58.838Z - 2025-07-23T10:21:03.837Z]",100,
2025-07-23T10:21:08.827Z,1,94,2,6,258,true,"[2025-07-23T10:21:03.837Z - 2025-07-23T10:21:08.827Z]",100,
2025-07-23T10:21:13.837Z,3,94,2,6,259,true,"[2025-07-23T10:21:08.827Z - 2025-07-23T10:21:13.837Z]",100,
2025-07-23T10:21:18.840Z,2,94,2,6,260,true,"[2025-07-23T10:21:13.837Z - 2025-07-23T10:21:18.840Z]",100,
2025-07-23T10:21:23.826Z,4,94,2,6,261,true,"[2025-07-23T10:21:18.840Z - 2025-07-23T10:21:23.826Z]",100,
2025-07-23T10:21:28.827Z,3,94,2,6,262,true,"[2025-07-23T10:21:23.826Z - 2025-07-23T10:21:28.827Z]",100,
2025-07-23T10:21:33.826Z,0,94,2,6,263,true,"[2025-07-23T10:21:28.827Z - 2025-07-23T10:21:33.826Z]",100,
2025-07-23T10:21:38.837Z,0,94,1,6,264,true,"[2025-07-23T10:21:33.826Z - 2025-07-23T10:21:38.837Z]",100,
2025-07-23T10:21:43.831Z,0,94,1,6,265,true,"[2025-07-23T10:21:38.837Z - 2025-07-23T10:21:43.831Z]",100,
2025-07-23T10:21:48.836Z,0,94,1,6,266,true,"[2025-07-23T10:21:43.831Z - 2025-07-23T10:21:48.836Z]",100,
2025-07-23T10:21:53.832Z,0,94,1,6,267,true,"[2025-07-23T10:21:48.836Z - 2025-07-23T10:21:53.832Z]",100,
2025-07-23T10:21:58.831Z,6,94,1,6,268,true,"[2025-07-23T10:21:53.832Z - 2025-07-23T10:21:58.831Z]",100,
2025-07-23T10:22:03.839Z,3,94,1,6,269,true,"[2025-07-23T10:21:58.831Z - 2025-07-23T10:22:03.839Z]",100,
2025-07-23T10:22:08.826Z,5,94,1,6,270,true,"[2025-07-23T10:22:03.839Z - 2025-07-23T10:22:08.826Z]",100,
2025-07-23T10:22:13.827Z,0,94,1,6,271,true,"[2025-07-23T10:22:08.826Z - 2025-07-23T10:22:13.827Z]",100,
2025-07-23T10:22:18.825Z,0,94,2,6,272,true,"[2025-07-23T10:22:13.827Z - 2025-07-23T10:22:18.825Z]",100,
2025-07-23T10:22:23.828Z,0,94,2,6,273,true,"[2025-07-23T10:22:18.825Z - 2025-07-23T10:22:23.828Z]",100,
2025-07-23T10:22:28.831Z,0,94,2,6,274,true,"[2025-07-23T10:22:23.828Z - 2025-07-23T10:22:28.831Z]",100,
2025-07-23T10:22:33.836Z,0,94,2,6,275,true,"[2025-07-23T10:22:28.831Z - 2025-07-23T10:22:33.836Z]",100,
2025-07-23T10:22:38.839Z,3,94,2,6,276,true,"[2025-07-23T10:22:33.836Z - 2025-07-23T10:22:38.839Z]",100,
2025-07-23T10:22:43.830Z,0,94,2,6,277,true,"[2025-07-23T10:22:38.839Z - 2025-07-23T10:22:43.830Z]",100,
2025-07-23T10:22:48.833Z,0,94,2,6,278,true,"[2025-07-23T10:22:43.830Z - 2025-07-23T10:22:48.833Z]",100,
2025-07-23T10:22:53.834Z,0,94,2,6,279,true,"[2025-07-23T10:22:48.833Z - 2025-07-23T10:22:53.834Z]",100,
2025-07-23T10:22:58.830Z,0,94,2,6,280,true,"[2025-07-23T10:22:53.834Z - 2025-07-23T10:22:58.830Z]",100,
2025-07-23T10:23:03.833Z,3,94,2,6,281,true,"[2025-07-23T10:22:58.830Z - 2025-07-23T10:23:03.833Z]",100,
2025-07-23T10:23:08.839Z,3,94,2,6,282,true,"[2025-07-23T10:23:03.833Z - 2025-07-23T10:23:08.839Z]",100,
2025-07-23T10:23:13.841Z,0,94,2,6,283,true,"[2025-07-23T10:23:08.839Z - 2025-07-23T10:23:13.841Z]",100,
2025-07-23T10:23:18.839Z,0,94,2,6,284,true,"[2025-07-23T10:23:13.841Z - 2025-07-23T10:23:18.839Z]",100,
2025-07-23T10:23:23.840Z,0,94,2,6,285,true,"[2025-07-23T10:23:18.839Z - 2025-07-23T10:23:23.840Z]",100,
2025-07-23T10:23:28.826Z,0,94,2,6,286,true,"[2025-07-23T10:23:23.840Z - 2025-07-23T10:23:28.826Z]",100,
2025-07-23T10:23:33.832Z,0,94,2,6,287,true,"[2025-07-23T10:23:28.826Z - 2025-07-23T10:23:33.832Z]",100,
2025-07-23T10:23:38.836Z,0,94,2,6,288,true,"[2025-07-23T10:23:33.832Z - 2025-07-23T10:23:38.836Z]",100,
2025-07-23T10:23:43.839Z,3,94,2,6,289,true,"[2025-07-23T10:23:38.836Z - 2025-07-23T10:23:43.839Z]",100,
2025-07-23T10:23:48.838Z,0,94,2,6,290,true,"[2025-07-23T10:23:43.839Z - 2025-07-23T10:23:48.838Z]",100,
2025-07-23T10:23:53.839Z,0,94,2,6,291,true,"[2025-07-23T10:23:48.838Z - 2025-07-23T10:23:53.839Z]",100,
2025-07-23T10:23:58.840Z,4,94,2,6,292,true,"[2025-07-23T10:23:53.839Z - 2025-07-23T10:23:58.840Z]",100,
2025-07-23T10:24:03.826Z,0,94,2,6,293,true,"[2025-07-23T10:23:58.840Z - 2025-07-23T10:24:03.826Z]",100,
2025-07-23T10:24:08.829Z,0,94,2,6,294,true,"[2025-07-23T10:24:03.826Z - 2025-07-23T10:24:08.829Z]",100,
2025-07-23T10:24:13.834Z,0,94,2,6,295,true,"[2025-07-23T10:24:08.829Z - 2025-07-23T10:24:13.834Z]",100,
2025-07-23T10:24:18.827Z,0,94,2,6,296,true,"[2025-07-23T10:24:13.834Z - 2025-07-23T10:24:18.827Z]",100,
2025-07-23T10:24:23.830Z,0,94,2,6,297,true,"[2025-07-23T10:24:18.827Z - 2025-07-23T10:24:23.830Z]",100,
2025-07-23T10:24:28.837Z,5,94,2,6,298,true,"[2025-07-23T10:24:23.830Z - 2025-07-23T10:24:28.837Z]",100,
2025-07-23T10:24:33.838Z,0,94,3,6,299,true,"[2025-07-23T10:24:28.837Z - 2025-07-23T10:24:33.838Z]",100,
2025-07-23T10:24:38.839Z,0,94,2,6,300,true,"[2025-07-23T10:24:33.838Z - 2025-07-23T10:24:38.839Z]",100,
2025-07-23T10:24:43.827Z,0,94,2,6,301,true,"[2025-07-23T10:24:38.839Z - 2025-07-23T10:24:43.827Z]",100,
2025-07-23T10:24:48.832Z,0,94,2,6,302,true,"[2025-07-23T10:24:43.827Z - 2025-07-23T10:24:48.832Z]",100,
2025-07-23T10:24:53.830Z,0,94,2,6,303,true,"[2025-07-23T10:24:48.832Z - 2025-07-23T10:24:53.830Z]",100,
2025-07-23T10:24:58.837Z,0,94,2,6,304,true,"[2025-07-23T10:24:53.830Z - 2025-07-23T10:24:58.837Z]",100,
2025-07-23T10:25:03.829Z,3,94,2,6,305,true,"[2025-07-23T10:24:58.837Z - 2025-07-23T10:25:03.829Z]",100,
2025-07-23T10:25:08.830Z,1,95,2,6,306,true,"[2025-07-23T10:25:03.829Z - 2025-07-23T10:25:08.830Z]",100,
2025-07-23T10:25:13.832Z,0,94,2,6,307,true,"[2025-07-23T10:25:08.830Z - 2025-07-23T10:25:13.832Z]",100,
2025-07-23T10:25:18.826Z,0,94,2,6,308,true,"[2025-07-23T10:25:13.832Z - 2025-07-23T10:25:18.826Z]",100,
2025-07-23T10:25:23.827Z,0,94,2,6,309,true,"[2025-07-23T10:25:18.826Z - 2025-07-23T10:25:23.827Z]",100,
2025-07-23T10:25:28.839Z,0,94,2,6,310,true,"[2025-07-23T10:25:23.827Z - 2025-07-23T10:25:28.839Z]",100,
2025-07-23T10:25:33.842Z,0,94,1,6,311,true,"[2025-07-23T10:25:28.839Z - 2025-07-23T10:25:33.842Z]",100,
2025-07-23T10:25:38.833Z,0,94,1,6,312,true,"[2025-07-23T10:25:33.842Z - 2025-07-23T10:25:38.833Z]",100,
2025-07-23T10:25:43.835Z,0,94,1,6,313,true,"[2025-07-23T10:25:38.833Z - 2025-07-23T10:25:43.835Z]",100,
2025-07-23T10:25:48.836Z,0,94,1,6,314,true,"[2025-07-23T10:25:43.835Z - 2025-07-23T10:25:48.836Z]",100,
2025-07-23T10:25:53.828Z,0,94,1,6,315,true,"[2025-07-23T10:25:48.836Z - 2025-07-23T10:25:53.828Z]",100,
2025-07-23T10:25:58.835Z,0,94,1,6,316,true,"[2025-07-23T10:25:53.828Z - 2025-07-23T10:25:58.835Z]",100,
2025-07-23T10:26:03.833Z,0,94,1,6,317,true,"[2025-07-23T10:25:58.835Z - 2025-07-23T10:26:03.833Z]",100,
2025-07-23T10:26:08.839Z,1,94,1,6,318,true,"[2025-07-23T10:26:03.833Z - 2025-07-23T10:26:08.839Z]",100,
2025-07-23T10:26:13.828Z,2,94,1,6,319,true,"[2025-07-23T10:26:08.839Z - 2025-07-23T10:26:13.828Z]",100,
2025-07-23T10:26:18.839Z,0,94,2,6,320,true,"[2025-07-23T10:26:13.828Z - 2025-07-23T10:26:18.839Z]",100,
2025-07-23T10:26:23.826Z,1,94,2,6,321,true,"[2025-07-23T10:26:18.839Z - 2025-07-23T10:26:23.826Z]",100,
2025-07-23T10:26:28.839Z,0,94,1,6,322,true,"[2025-07-23T10:26:23.826Z - 2025-07-23T10:26:28.839Z]",100,
2025-07-23T10:26:33.836Z,0,94,1,6,323,true,"[2025-07-23T10:26:28.839Z - 2025-07-23T10:26:33.836Z]",100,
2025-07-23T10:26:38.827Z,0,94,1,6,324,true,"[2025-07-23T10:26:33.836Z - 2025-07-23T10:26:38.827Z]",100,
2025-07-23T10:26:43.836Z,0,94,1,6,325,true,"[2025-07-23T10:26:38.827Z - 2025-07-23T10:26:43.836Z]",100,
2025-07-23T10:26:48.834Z,0,94,1,6,326,true,"[2025-07-23T10:26:43.836Z - 2025-07-23T10:26:48.834Z]",100,
2025-07-23T10:26:53.837Z,0,94,1,6,327,true,"[2025-07-23T10:26:48.834Z - 2025-07-23T10:26:53.837Z]",100,
2025-07-23T10:26:58.838Z,2,94,1,6,328,true,"[2025-07-23T10:26:53.837Z - 2025-07-23T10:26:58.838Z]",100,
2025-07-23T10:27:03.835Z,0,94,1,6,329,true,"[2025-07-23T10:26:58.838Z - 2025-07-23T10:27:03.835Z]",100,
2025-07-23T10:27:08.834Z,0,94,1,6,330,true,"[2025-07-23T10:27:03.835Z - 2025-07-23T10:27:08.834Z]",100,
2025-07-23T10:27:13.838Z,1,94,2,6,331,true,"[2025-07-23T10:27:08.834Z - 2025-07-23T10:27:13.838Z]",100,
2025-07-23T10:27:18.832Z,0,94,2,6,332,true,"[2025-07-23T10:27:13.838Z - 2025-07-23T10:27:18.832Z]",100,
2025-07-23T10:27:23.835Z,3,94,2,6,333,true,"[2025-07-23T10:27:18.832Z - 2025-07-23T10:27:23.835Z]",100,
2025-07-23T10:27:28.834Z,1,94,2,6,334,true,"[2025-07-23T10:27:23.835Z - 2025-07-23T10:27:28.834Z]",100,
2025-07-23T10:27:33.838Z,1,94,2,6,335,true,"[2025-07-23T10:27:28.834Z - 2025-07-23T10:27:33.838Z]",100,
2025-07-23T10:27:38.839Z,2,94,2,6,336,true,"[2025-07-23T10:27:33.838Z - 2025-07-23T10:27:38.839Z]",100,
2025-07-23T10:27:43.840Z,1,94,2,6,337,true,"[2025-07-23T10:27:38.839Z - 2025-07-23T10:27:43.840Z]",100,
2025-07-23T10:27:48.831Z,3,94,2,6,338,true,"[2025-07-23T10:27:43.840Z - 2025-07-23T10:27:48.831Z]",100,
2025-07-23T10:27:53.835Z,0,94,2,6,339,true,"[2025-07-23T10:27:48.831Z - 2025-07-23T10:27:53.835Z]",100,
2025-07-23T10:27:58.834Z,3,94,2,6,340,true,"[2025-07-23T10:27:53.835Z - 2025-07-23T10:27:58.834Z]",100,
2025-07-23T10:28:03.828Z,0,94,2,6,341,true,"[2025-07-23T10:27:58.834Z - 2025-07-23T10:28:03.828Z]",100,
2025-07-23T10:28:08.831Z,4,94,2,6,342,true,"[2025-07-23T10:28:03.828Z - 2025-07-23T10:28:08.831Z]",100,
2025-07-23T10:28:13.835Z,0,94,2,6,343,true,"[2025-07-23T10:28:08.831Z - 2025-07-23T10:28:13.835Z]",100,
2025-07-23T10:28:18.832Z,0,94,2,6,344,true,"[2025-07-23T10:28:13.835Z - 2025-07-23T10:28:18.832Z]",100,
2025-07-23T10:28:23.831Z,3,94,2,6,345,true,"[2025-07-23T10:28:18.832Z - 2025-07-23T10:28:23.831Z]",100,
2025-07-23T10:28:28.841Z,0,94,2,6,346,true,"[2025-07-23T10:28:23.831Z - 2025-07-23T10:28:28.841Z]",100,
2025-07-23T10:28:33.832Z,0,94,2,6,347,true,"[2025-07-23T10:28:28.841Z - 2025-07-23T10:28:33.832Z]",100,
2025-07-23T10:28:38.834Z,5,94,2,6,348,true,"[2025-07-23T10:28:33.832Z - 2025-07-23T10:28:38.834Z]",100,
2025-07-23T10:28:43.833Z,3,94,2,6,349,true,"[2025-07-23T10:28:38.834Z - 2025-07-23T10:28:43.833Z]",100,
2025-07-23T10:28:48.836Z,0,94,2,6,350,true,"[2025-07-23T10:28:43.833Z - 2025-07-23T10:28:48.836Z]",100,
2025-07-23T10:28:53.841Z,3,94,2,6,351,true,"[2025-07-23T10:28:48.836Z - 2025-07-23T10:28:53.841Z]",100,
2025-07-23T10:28:58.827Z,3,94,2,6,352,true,"[2025-07-23T10:28:53.841Z - 2025-07-23T10:28:58.827Z]",100,
2025-07-23T10:29:03.828Z,0,94,2,6,353,true,"[2025-07-23T10:28:58.827Z - 2025-07-23T10:29:03.828Z]",100,
2025-07-23T10:29:08.836Z,0,94,1,6,354,true,"[2025-07-23T10:29:03.828Z - 2025-07-23T10:29:08.836Z]",100,
2025-07-23T10:29:13.828Z,0,94,1,6,355,true,"[2025-07-23T10:29:08.836Z - 2025-07-23T10:29:13.828Z]",100,
2025-07-23T10:29:18.837Z,1,94,1,6,356,true,"[2025-07-23T10:29:13.828Z - 2025-07-23T10:29:18.837Z]",100,
2025-07-23T10:29:23.840Z,2,94,1,6,357,true,"[2025-07-23T10:29:18.837Z - 2025-07-23T10:29:23.840Z]",100,
2025-07-23T10:29:28.833Z,0,94,1,6,358,true,"[2025-07-23T10:29:23.840Z - 2025-07-23T10:29:28.833Z]",100,
2025-07-23T10:29:33.834Z,0,94,1,6,359,true,"[2025-07-23T10:29:28.833Z - 2025-07-23T10:29:33.834Z]",100,
2025-07-23T10:29:38.833Z,0,94,1,6,360,true,"[2025-07-23T10:29:33.834Z - 2025-07-23T10:29:38.833Z]",100,
2025-07-23T10:29:43.830Z,1,94,1,6,361,true,"[2025-07-23T10:29:38.833Z - 2025-07-23T10:29:43.830Z]",100,
2025-07-23T10:29:48.838Z,3,94,1,6,362,true,"[2025-07-23T10:29:43.830Z - 2025-07-23T10:29:48.838Z]",100,
2025-07-23T10:29:53.836Z,0,94,2,6,363,true,"[2025-07-23T10:29:48.838Z - 2025-07-23T10:29:53.836Z]",100,
2025-07-23T10:29:58.832Z,5,94,2,6,364,true,"[2025-07-23T10:29:53.836Z - 2025-07-23T10:29:58.832Z]",100,
2025-07-23T10:30:03.839Z,0,94,2,6,365,true,"[2025-07-23T10:29:58.832Z - 2025-07-23T10:30:03.839Z]",100,
2025-07-23T10:30:08.840Z,1,94,2,6,366,true,"[2025-07-23T10:30:03.839Z - 2025-07-23T10:30:08.840Z]",100,
2025-07-23T10:30:13.838Z,6,94,2,6,367,true,"[2025-07-23T10:30:08.840Z - 2025-07-23T10:30:13.838Z]",100,
2025-07-23T10:30:18.827Z,1,94,2,6,368,true,"[2025-07-23T10:30:13.838Z - 2025-07-23T10:30:18.827Z]",100,
2025-07-23T10:30:23.834Z,0,94,2,6,369,true,"[2025-07-23T10:30:18.827Z - 2025-07-23T10:30:23.834Z]",100,
2025-07-23T10:30:28.828Z,0,94,1,6,370,true,"[2025-07-23T10:30:23.834Z - 2025-07-23T10:30:28.828Z]",100,
2025-07-23T10:30:33.842Z,3,94,1,6,371,true,"[2025-07-23T10:30:28.828Z - 2025-07-23T10:30:33.842Z]",100,
2025-07-23T10:30:38.839Z,4,94,1,6,372,true,"[2025-07-23T10:30:33.842Z - 2025-07-23T10:30:38.839Z]",100,
2025-07-23T10:30:43.839Z,1,94,2,6,373,true,"[2025-07-23T10:30:38.839Z - 2025-07-23T10:30:43.839Z]",100,
2025-07-23T10:30:48.836Z,3,94,2,6,374,true,"[2025-07-23T10:30:43.839Z - 2025-07-23T10:30:48.836Z]",100,
2025-07-23T10:30:53.834Z,0,94,2,6,375,true,"[2025-07-23T10:30:48.836Z - 2025-07-23T10:30:53.834Z]",100,
2025-07-23T10:30:58.833Z,0,94,1,6,376,true,"[2025-07-23T10:30:53.834Z - 2025-07-23T10:30:58.833Z]",100,
2025-07-23T10:31:03.836Z,0,94,1,6,377,true,"[2025-07-23T10:30:58.833Z - 2025-07-23T10:31:03.836Z]",100,
2025-07-23T10:31:08.832Z,1,94,1,6,378,true,"[2025-07-23T10:31:03.836Z - 2025-07-23T10:31:08.832Z]",100,
2025-07-23T10:31:13.830Z,3,94,2,6,379,true,"[2025-07-23T10:31:08.832Z - 2025-07-23T10:31:13.830Z]",100,
2025-07-23T10:31:18.841Z,0,94,2,6,380,true,"[2025-07-23T10:31:13.830Z - 2025-07-23T10:31:18.841Z]",100,
2025-07-23T10:31:23.837Z,0,94,2,6,381,true,"[2025-07-23T10:31:18.841Z - 2025-07-23T10:31:23.837Z]",100,
2025-07-23T10:31:28.839Z,0,94,2,6,382,true,"[2025-07-23T10:31:23.837Z - 2025-07-23T10:31:28.839Z]",100,
2025-07-23T10:31:33.840Z,0,94,2,6,383,true,"[2025-07-23T10:31:28.839Z - 2025-07-23T10:31:33.840Z]",100,
2025-07-23T10:31:38.828Z,2,94,2,6,384,true,"[2025-07-23T10:31:33.840Z - 2025-07-23T10:31:38.828Z]",100,
2025-07-23T10:31:43.831Z,0,94,2,6,385,true,"[2025-07-23T10:31:38.828Z - 2025-07-23T10:31:43.831Z]",100,
2025-07-23T10:31:48.839Z,2,94,2,6,386,true,"[2025-07-23T10:31:43.831Z - 2025-07-23T10:31:48.839Z]",100,
2025-07-23T10:31:53.834Z,3,94,2,6,387,true,"[2025-07-23T10:31:48.839Z - 2025-07-23T10:31:53.834Z]",100,
2025-07-23T10:31:58.836Z,0,94,2,6,388,true,"[2025-07-23T10:31:53.834Z - 2025-07-23T10:31:58.836Z]",100,
2025-07-23T10:32:03.828Z,0,94,2,6,389,true,"[2025-07-23T10:31:58.836Z - 2025-07-23T10:32:03.828Z]",100,
2025-07-23T10:32:08.829Z,3,94,2,6,390,true,"[2025-07-23T10:32:03.828Z - 2025-07-23T10:32:08.829Z]",100,
2025-07-23T10:32:13.827Z,0,94,2,6,391,true,"[2025-07-23T10:32:08.829Z - 2025-07-23T10:32:13.827Z]",100,
2025-07-23T10:32:18.839Z,0,94,1,6,392,true,"[2025-07-23T10:32:13.827Z - 2025-07-23T10:32:18.839Z]",100,
2025-07-23T10:32:23.830Z,0,94,2,6,393,true,"[2025-07-23T10:32:18.839Z - 2025-07-23T10:32:23.830Z]",100,
2025-07-23T10:32:28.829Z,0,94,2,6,394,true,"[2025-07-23T10:32:23.830Z - 2025-07-23T10:32:28.829Z]",100,
2025-07-23T10:32:33.828Z,2,94,1,6,395,true,"[2025-07-23T10:32:28.829Z - 2025-07-23T10:32:33.828Z]",100,
2025-07-23T10:32:38.829Z,0,94,1,6,396,true,"[2025-07-23T10:32:33.828Z - 2025-07-23T10:32:38.829Z]",100,
