timestamp,nfCpuUsage
2025-05-21T10:43:11Z,16
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,8
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,7
2025-05-21T10:43:11Z,6
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,31
2025-05-21T10:43:11Z,29
2025-05-21T10:43:11Z,53
2025-05-21T10:43:11Z,20
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,8
2025-05-21T10:43:11Z,8
2025-05-21T10:43:11Z,13
2025-05-21T10:43:11Z,19
2025-05-21T10:43:11Z,5
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,9
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,6
2025-05-21T10:43:11Z,35
2025-05-21T10:43:11Z,9
2025-05-21T10:43:11Z,6
2025-05-21T10:43:11Z,26
2025-05-21T10:43:11Z,54
2025-05-21T10:43:11Z,6
2025-05-21T10:43:11Z,34
2025-05-21T10:43:11Z,18
2025-05-21T10:43:11Z,20
2025-05-21T10:43:11Z,16
2025-05-21T10:43:11Z,31
2025-05-21T10:43:11Z,30
2025-05-21T10:43:11Z,20
2025-05-21T10:43:11Z,51
2025-05-21T10:43:11Z,73
2025-05-21T10:43:11Z,16
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,14
2025-05-21T10:43:11Z,23
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,7
2025-05-21T10:43:11Z,28
2025-05-21T10:43:11Z,14
2025-05-21T10:43:11Z,33
2025-05-21T10:43:11Z,35
2025-05-21T10:43:11Z,8
2025-05-21T10:43:11Z,26
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,10
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,30
2025-05-21T10:43:11Z,20
2025-05-21T10:43:11Z,47
2025-05-21T10:43:11Z,17
2025-05-21T10:43:11Z,25
2025-05-21T10:43:11Z,26
2025-05-21T10:43:11Z,14
2025-05-21T10:43:11Z,17
2025-05-21T10:43:11Z,14
2025-05-21T10:43:11Z,35
2025-05-21T10:43:11Z,10
2025-05-21T10:43:11Z,21
2025-05-21T10:43:11Z,10
2025-05-21T10:43:11Z,13
2025-05-21T10:43:11Z,11
2025-05-21T10:43:11Z,9
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,13
2025-05-21T10:43:11Z,7
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,9
2025-05-21T10:43:11Z,14
2025-05-21T10:43:11Z,15
2025-05-21T10:43:11Z,22
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,96
2025-05-21T10:43:11Z,55
2025-05-21T10:43:11Z,28
2025-05-21T10:43:11Z,23
2025-05-21T10:43:11Z,13
2025-05-21T10:43:11Z,21
2025-05-21T10:43:11Z,8
2025-05-21T10:43:11Z,11
2025-05-21T10:43:11Z,6
2025-05-21T10:43:11Z,17
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,10
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,5
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,758
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,27
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,11
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,5
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,5
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,211
2025-05-21T10:43:11Z,25
2025-05-21T10:43:11Z,16
2025-05-21T10:43:11Z,11
2025-05-21T10:43:11Z,6
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,5
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,3
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,7
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,351
2025-05-21T10:43:11Z,23
2025-05-21T10:43:11Z,9
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,5
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,24
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,4
2025-05-21T10:43:11Z,19
2025-05-21T10:43:11Z,35
2025-05-21T10:43:11Z,2
2025-05-21T10:43:11Z,1
2025-05-21T10:43:11Z,1
