timestamp,cpuUsage,memoryUsage,numOfUes,numOfPduSess,numOfExceedLoadLevelThr,exceedLoadLevelThrInd,resUsgThrCrossTimePeriod,confidence
2025-07-23T09:58:25.608Z,3,94,0,4,1,true,"",100,
2025-07-23T09:58:30.615Z,0,94,0,4,2,true,"[2025-07-23T09:58:25.608Z - 2025-07-23T09:58:30.615Z]",100,
